wikidata_id,theme_id,note,nom,departement,osm_id,horaires,tarif,site_web,lat,lon
Q55372056,musees,Museo civico di Archeologia e Antropologia,Museo civico di Archeologia e Antropologia,001,node/4969818597,"Su 10:30-12:00, 15:30-18:00",,https://www.comune.pinerolo.to.it/web/index.php/servizi/aree-tematiche/arte-e-cultura/33-musei/84-museo-civico-di-archeologia-e-antropologia,44.885780,7.334657
Q3768551,musees,Museo civico Olmo,Museo civico Olmo,004,node/6469959648,"Sa 15:00-18:30; Su 10:00-13:00, 15:00-18:30; Aug off",,https://www.comune.savigliano.cn.it/servizi/menu/dinamica.aspx?idArea=16540&idCat=16662&ID=16662,44.646274,7.660917
Q3867820,musees,Museo civico Ernesto e Teresa Della Torre,Museo civico Ernesto e Teresa Della Torre,016,node/4460989033,off,,http://www.comune.treviglio.bg.it/?q=content/citta_il-museo-e-il-centro-civico,45.522515,9.594877
Q48803518,musees,Museo archeologico nazionale di Castiglioncello,Museo archeologico nazionale di Castiglioncello,049,node/6634733690,"Apr 21-Jun 30: Sa 16:30-18:30; Su,PH 10:30-12:30; Jul 02-Sep 08: Tu-Su 17:30-20:00",,https://www.polomusealetoscana.beniculturali.it/index.php?it/210/rosignano-marittimo-li-museo-archeologico-nazionale-di-castiglioncello,43.402449,10.408527
Q3867708,musees,Museo archeologico nazionale della Valle del Sarno,Museo archeologico nazionale della Valle del Sarno,065,node/6718393565,Tu-Su 09:00-19:00; Mo off,,http://www.polomusealecampania.beniculturali.it/index.php/il-museo-sarno,40.812595,14.622278
Q3867707,musees,Museo archeologico nazionale della Siritide,Museo archeologico nazionale della Siritide,077,relation/14614956,"Mo, We-Su 09:00-20:00; Tu 14:00-20:00",,http://musei.beniculturali.it/musei?mid=71&nome=museo-archeologico-nazionale-della-siritide,40.217520,16.669649
Q3868421,musees,Museo archeologico nazionale dell'Alta Val d'Agri,Museo archeologico nazionale dell'Alta Val d'Agri,076,node/7176791650,Mo 14:00-20:00; Tu-Su 09:00-20:00,,https://musei.basilicata.beniculturali.it/musei/?mid=72&nome=museo-archeologico-nazionale-dellalta-val-dagri,40.280305,15.902635
Q55385915,musees,"Museo archeologico navale ""Nino Lamboglia""","Museo archeologico navale ""Nino Lamboglia""",113,way/277776982,closed,,http://www.sardegnacultura.it/j/v/253?s=22529&v=2&c=2487&c1=2130&visb=&t=1,41.228898,9.422039
Q20008551,musees,Museo archeologico di Venafro,Museo archeologico di Venafro,094,node/1937030474,Tu-Su 08:00-19:00; Mo off,,https://www.musei.molise.beniculturali.it/musei?mid=213&nome=museo-archeologico-di-venafro,41.485321,14.042382
Q48804678,musees,Museo archeologico dell'Agro Atellano,Museo archeologico dell'Agro Atellano,061,node/3782259178,Tu-Su 09:00-19:00; Mo off,,http://www.polomusealecampania.beniculturali.it/index.php/il-museo-succivo,40.965761,14.254176
Q3868431,musees,Museo archeologico Santa Maria delle Monache,Museo archeologico Santa Maria delle Monache,094,relation/4462553,Tu-Su 08:15-13:45; Mo off,,https://musei.beniculturali.it/musei?mid=6027&nome=museo-archeologico-santa-maria-delle-monache,41.586148,14.225139
Q3867656,musees,Museo all'Aperto Bilotti,Museo all'Aperto Bilotti,078,node/6458985088,24/7,no,,39.297969,16.254038
Q3867655,musees,Museo africano,Museo africano,023,node/3240842624,"Mo-Fr 09:00-12:30,14:00-17:00; Sa 09:00-12:30",,https://www.museoafricano.org/,45.446274,11.005968
Q3868488,musees,Museo Veneto del Giocattolo,Museo Veneto del Giocattolo,028,node/3194795259,"09:30-12:00,14:30-18:00",,https://museovenetogiocattolo.oiconlus.it/chi-siamo/il-museo/,45.370140,11.830205
Q55386628,musees,Museo Tipografico Rondani,Museo Tipografico Rondani,001,node/6432876415,Apr-Oct: Sa-Su 15:00-18:00; Jul-Aug off,,https://museotipograficorondani.it,44.846639,7.720545
Q3868475,musees,Museo Storico dell'Arma dei Carabinieri,Museo Storico dell'Arma dei Carabinieri,058,way/234150474,"Tu-Su,PH 09:00-13:00",no,,41.906263,12.459130
Q3868467,musees,Museo Storico Etnografico Bassa Valsesia,Museo Storico Etnografico Bassa Valsesia,003,node/2622376538,"Sa 16:00-18:30; Su 10:00-12:00, 16:30-19:00; Mo-Fr ""by appointment""",,https://www.museostoricoromagnano.it,45.636694,8.379794
Q37282696,musees,Museo San Giacomo,Museo San Giacomo,006,way/954591373,Sa 14:30-18:00; Su 10:00-12:30,,http://www.museosangiacomo.it/,45.002871,8.486522
Q27992941,musees,Museo Sa Corona Arrubia,Museo Sa Corona Arrubia,117,relation/3913513,"Mo-Fr 09:00-13:00,15:00-19:00; Sa-Su 09:00-19:00",,http://www.museosacoronarrubia.it/,39.656532,8.865184
Q29917950,musees,Museo Renato Brozzi,Museo Renato Brozzi,034,way/652989135,"Tu-Fr 09:00-12:00,16:00-18:00; Sa 10:00-12:30,15:30-18:00; Su 15:30-18:00 ""da martedì a venerdì rivolgendosi alla Biblioteca comunale""",,http://www.museorenatobrozzi.it/,44.638853,10.382052
Q3867632,musees,Museo Pio IX,Museo Pio IX,042,node/11964302532,Mo-Sa 08:30-13:30; Su off,no,,43.714681,13.217426
Q55375743,musees,Museo Ornitologico della Sardegna,Museo Ornitologico della Sardegna,117,node/1996998154,"10:00-13:00, 16:00-19:00; Mo off",,https://www.museoparcosiddi.it,39.671568,8.888050
Q16580532,musees,Museo Orientale Umberto Scerrato,Museo Orientale Umberto Scerrato,063,node/13813622751,Mo-Su closed; PH closed,,http://museorientale.unior.it/,40.831205,14.244340
Q24941869,musees,Museo Nazionale di Archeologia del Mare,Museo Nazionale di Archeologia del Mare,027,way/763506768,"Jul 01-Sep 15: Fr,Sa,Su 15:00-23:00; Sep 16-Oct 31 Fr,Sa,Su 09:00-17:00",,https://polomusealeveneto.beniculturali.it/musei/museo-nazionale-di-archeologia-del-mare,45.606476,12.876822
Q3868416,musees,Museo Nazionale d'arte medievale e moderna della Basilicata,Museo Nazionale d'arte medievale e moderna della Basilicata,077,way/242358949,Mo-Su 09:00-20:00; We 11:00-20:00,yes,,40.662856,16.610508
Q3329475,musees,Museo Nazionale Etrusco Rocca Albornoz,Museo Nazionale Etrusco Rocca Albornoz,056,node/5310107551,Tu-Su 08:30-19:30; Mo off; Jan 1 off; Dec 25 off,,https://www.polomusealelazio.beniculturali.it/index.php?it/174/museo-nazionale-etrusco-rocca-albornoz,42.421826,12.104503
Q23926876,musees,Museo Nazionale Concordiese,Museo Nazionale Concordiese,027,way/197218125,Mo-Su 08:30-19:30; Jan 1 off; Dec 25 off,,https://polomusealeveneto.beniculturali.it/musei/museo-archeologico-nazionale-concordiense,45.775350,12.835506
Q3867621,musees,Museo Morandi,Museo Morandi,037,node/1704566220,"Jul-Oct Sa,Su 16:00-20:00; Nov-Jun Sa 14:00-17:00; Nov-Jun Su 10:00-13:00,14:00-17:00",no,,44.489250,11.355126
Q112944230,musees,Museo Mondo Milan,Museo Mondo Milan,015,node/6483455293,Sa-Su 10:00-18:00,,https://www.acmilan.com/it/biglietteria/museo-mondo-milan,45.485591,9.148421
,musees,Museo Miniera Rosas,Museo Miniera Rosas,119,way/294626143,We-Su 09:00-15:00,,https://museorosasnarcao.it/,39.202877,8.719277
Q55371875,musees,Museo Martini,Museo Martini,001,node/6427206452,"Mo-Fr 09:00-18:00; Sa-Su 10:00-18:00; Jan 1, Aug week 32-34, Dec 25-26 off",,https://www.martini.com/it/it/casa-martini/,44.965601,7.840947
Q25387400,musees,Museo Luigi Mallé,Museo Luigi Mallé,004,node/6469904962,"Sa,Su, PH 15:00 - 19:00; Jan 1, Dec 25 off",,http://www.museomalle.org,44.467645,7.358278
Q89403319,musees,Museo Lechi,Museo Lechi,017,node/6446045049,"We-Sa 10:00-13:00,14:00-18:00; Su 15:00-19:00; Jan 01,easter,May 01,Aug 15,Dec 25 off",,https://www.montichiarimusei.it/pieghevole_musei.pdf,45.412640,10.390392
Q55372550,musees,Museo Laboratorio della Preistoria,Museo Laboratorio della Preistoria,001,node/6433756035,"Feb 01-Nov 30: 14:30-16:30, Su,PH 10:00-12:00,14:30-16:30; easter off",,https://www.museopreistoriavaie.it/it/home,45.102175,7.286661
Q3867565,musees,Museo Laboratorio della Civiltà Contadina,Museo Laboratorio della Civiltà Contadina,077,way/244637689,"09:00-13:00,16:00-19:00",,https://museolaboratorio.it,40.667584,16.609845
Q93317327,musees,Museo Italiano dell'Immaginario Folklorico,Museo Italiano dell'Immaginario Folklorico,046,node/8545238347,Tu 09:00-13:00; We-Su 15:00-19:00,,https://museoimmaginario.net,44.184724,10.289478
Q55375985,musees,Museo Intelvese dei Fossili,Museo Intelvese dei Fossili,013,node/11799405754,Jul-Aug: Su 10:30-12:00,no,,45.986104,9.045786
Q55376927,musees,Museo Innocente Salvini,Museo Innocente Salvini,012,node/369931341,Mo-Fr closed; Sa-Su 15:00-18:00; PH closed,,https://www.mulinomuseosalvini.it,45.875262,8.678523
Q3867756,musees,Museo II Legione Partica,Museo II Legione Partica,058,node/1604801957,"Mo-Sa 09:00-13:00; Th-We 16:00-18:30; Su[2,4] 09:00-13:00",,http://www.museicivicialbano.it/,41.728141,12.658016
Q21552047,musees,Museo Hermann Nitsch,Museo Hermann Nitsch,063,node/2601104325,"Mo-Fr 10:00-19:00, Sa-Su 10:00-16:00",,https://www.museonitsch.org/it/,40.850268,14.248118
,musees,Museo Giuseppe Whitaker,Museo Giuseppe Whitaker,081,way/114695799,"PH,Mo-Su 10:00-14:00,15:00-19:00",yes,,37.866336,12.470088
Q55375803,musees,Museo Giovan Battista Rubini,Museo Giovan Battista Rubini,016,node/12169926448,Su 10:00-12:00,,https://cultura.gov.it/luogo/museo-giovan-battista-rubini,45.521276,9.754499
Q67145784,musees,Museo Giardino della Rosa Antica,Museo Giardino della Rosa Antica,036,node/761240731,"Apr 15-Jun 30 Mo-Su 09:00-18:00; || ""by appointment""",,https://www.museoroseantiche.it,44.480374,10.839765
Q21552276,musees,"Museo Geopaleontologico ""Ardito Desio""","Museo Geopaleontologico ""Ardito Desio""",058,way/499067758,"Sa-Su 10:00-13:00,16:00-19:00",,http://host.uniroma3.it/musei/arditodesio/,41.847169,12.945874
Q3868214,musees,Museo Geofisica,Museo Geofisica,058,way/172438865,"Tu-Fr 09:30-12:30; Sa-Su 09:30-12:30,16:00-19:00; Jul, Aug Sa 21:00-22:30",,http://museoroccadipapa.ingv.it/,41.760346,12.710296
Q55376765,musees,Museo Galleria del Premio Suzzara,Museo Galleria del Premio Suzzara,020,node/6475652784,"Oct 01-May 31: Tu-Fr 09:00-13:00; Sa 09:30-12:30,15:00-18:00; Su 15:00-18:00; Jun 01-Sep 30; Tu-Fr 09:00-13:00; Sa 09:30-12:30,16:00-19:00; Su 16:00-19:00; Mo off",,https://www.premiosuzzara.it/,44.993117,10.751632
Q55371527,musees,Museo Fondazione Calderara,Museo Fondazione Calderara,003,node/3147614053,"May 15-Oct 15: Tu-Fr 15:00-19:00; Sa,Su 10:00-12:00, 15:00-19:00; Mo off",,https://www.fondazionecalderara.it/,45.786142,8.429336
Q3868122,musees,Museo Ferroviario Sardo,Museo Ferroviario Sardo,118,way/221999272,Sa 09:30-12:30,no,,39.215418,9.108289
Q3868375,musees,Museo Ferroviario Piemontese,Museo Ferroviario Piemontese,004,way/130386500,"Mar Su[-1]-Oct Sa [-1]: Th 15:00-18:30; Sa-Su 10:00-12:30,15:00-18:30; Mo-Fr off; Oct Su[-1]-Mar Sa[-1]: Sa 10:00-12:30,14:30-17:30; Su 14:30-17:30; Mo-Fr off",,http://www.museoferroviariopiemontese.it,44.641825,7.663693
Q55372352,musees,Museo Faà Di Bruno,Museo Faà Di Bruno,001,node/6433764792,"Mo,We,Fr 09:00-12:00",,https://www.museofaadibruno.it/,45.079966,7.665013
Q70357801,musees,Museo Ettore Fico,Museo Ettore Fico,001,node/4732591999,We-Fr 14:00-19:00; Sa-Su 11:00-19:00,,https://www.museofico.it/,45.092025,7.685595
Q3868353,musees,Museo Etnografico di Bomba,Museo Etnografico di Bomba,069,way/1426473377,Tu-Su 10:00-18:00,,https://www.museoetnograficobomba.it/,42.033068,14.366943
Q55390576,musees,Museo Etnografico dell’Attrezzo Agricolo ‘L Çivel,Museo Etnografico dell’Attrezzo Agricolo ‘L Çivel,003,node/3734648576,"Apr,May,Jun,Sep,Oct,Nov: Su 15:00-18:00",,http://www.casalbeltrameonline.it/museo/,45.437334,8.468748
Q55377717,musees,Museo Etnografico del Ponente ligure,Museo Etnografico del Ponente ligure,008,node/4442358022,"Jun-Sep Tu-Su 09:00-13:00,16:00-20:00; Oct-May Tu-Su 10:00-13:00,15:00-17:00",yes,,43.927113,8.115114
Q55375378,musees,Museo Etnografico Su Magasinu De Su Binu,Museo Etnografico Su Magasinu De Su Binu,119,node/6441408938,"Apr 01-Sep 30 09:00-19:00; Oct 01-15 09:00-13:00,15:30-20:00; Oct 16-Mar 31 09:00-13:00,15:00-18:00",,https://mabsantantioco.it/,39.070957,8.449749
Q55672092,musees,Museo Diocesano Sezione dell’Alta Valle Arroscia,Museo Diocesano Sezione dell’Alta Valle Arroscia,008,node/4442358035,"Sa, Su 09:30-13:00, 14:30-18:30; Mo-Fr off",,https://www.formaelucis.com/museo-diocesano/onde-barocche-biglietti-orari-albenga-pieve-di-tec,44.046239,7.915203
Q3868305,musees,Museo Diocesano San Sebastiano,Museo Diocesano San Sebastiano,004,node/1925933965,"Fr 15:00-18:00; Sa,Su 10:00-19:00; Jan 01,easter,Apr 25,May 01,Aug,Dec 25 off",,http://www.museodiocesanocuneo.it/index.php?id=museodiocesanocuneo,44.392287,7.552801
Q112142129,musees,"Museo Diocesano ""Francesco Gonzaga""","Museo Diocesano ""Francesco Gonzaga""",020,relation/3247368,"We-Su 09:30-12:00,15:00-17:30; Jan 01,easter,Dec 25 off",,http://www.museofrancescogonzaga.it,45.161004,10.794553
Q3868273,musees,Museo Diocesano,Museo Diocesano,081,way/41384588,"Tu,Th 10:00-12:30; Sep 15-Jun 14 We,Fr,Sa 10:00-12:30,16:00-18:00; Sep 15-Jun 14 Su[1,-1] 16:00-18:00; Jun 15-Sep 14 We,Fr,Sa 10:00-12:30,16:30-18:30; Jun 15-Sep 14 Su[1,-1] 16:30-18:30; Mo off; Jan 01,06 off; Aug 15 off; Nov 01 off; Dec 08,24-26 off",,http://www.museodiocesanomazara.it/,37.651258,12.589367
Q55360046,musees,Museo Diffuso del Vino,Museo Diffuso del Vino,058,way/206928820,"Fr-Su 09:00-13:00, 15:00-19:00",,https://www.comune.monteporziocatone.rm.it/polo_museale.php,41.816671,12.714546
Q3868052,musees,Museo Della Sindone,Museo Della Sindone,001,node/4908362221,"Mo-Su 09:00-12:00, 15:00-19:00; Su[-1] 09:00-19:00",,https://www.sindone.it/,45.076140,7.676579
Q3867759,musees,Museo Civico e Gipsoteca Bistolfi,Museo Civico e Gipsoteca Bistolfi,006,node/945101758,"Th 08:30-12:30,14:30-16:30; Fr,Sa,Su,PH 10:30-13:00,15:00-18:30; Mo,Th,We off; Jan 01,Dec 25 off",,https://www.comune.casale-monferrato.al.it/museo,45.134939,8.451568
Q21552052,musees,Museo Civico di Taverna,Museo Civico di Taverna,079,node/2048418170,Tu-Sa 09:30-12:30; 16-18,,https://www.museocivicotaverna.it/,39.019747,16.582344
Q3868241,musees,Museo Civico di Storia Naturale,Museo Civico di Storia Naturale,038,way/1455237213,Tu-Su 09:00-18:00; Mo off,no,,44.838058,11.622468
Q55673706,musees,Museo Civico di Paleontologia e Scienze Naturali dell’Aspromonte,Museo Civico di Paleontologia e Scienze Naturali dell’Aspromonte,080,node/6514811156,Mo-Fr 08:00-14:00; Mo off,,https://www.beniculturali.it/mibac/opencms/MiBAC/sito-MiBAC/Luogo/MibacUnif/Luoghi-della-Cultura/visualizza_asset.html?id=150841&pagename=57,37.994625,15.930440
Q3867808,musees,Museo Civico della Laguna Sud,Museo Civico della Laguna Sud,027,way/185839801,"Sa-Su 10:00-13:00,14:30-18:30; Tu-Fr 09:00-13:00; Mo closed; PH closed",,https://museo.chioggia.org,45.215277,12.277664
Q55360210,musees,"Museo Civico Etrusco-Romano Prof. ""Gregorio Bianchini""","Museo Civico Etrusco-Romano Prof. ""Gregorio Bianchini""",058,node/4258263917,"Tu-Su 09:00-13:00,16:00-19:00",no,,42.156188,12.246263
Q55376872,musees,Museo Civico Di Bormio,Museo Civico Di Bormio,014,node/13009520464,"Dec 27-Apr 15: Mo-Sa 15:30-18:30; Apr 16-Jun 14, Sep 16-Nov 30: Tu,Th,Sa 15:30-18:30; Jun 15-Sep 15: Mo-Su 10:00-12:30, 15:00-19:00; Dec 1-Dec 23: Tu-Sa 15:30-18:30",,https://www.museocivicobormio.it/,46.469399,10.376167
Q55376051,musees,Museo Civico Archeologico Platina,Museo Civico Archeologico Platina,019,node/2087390261,"Oct-May: Mo-Fr 09:00-13:00; Su 15:30-18:30; Jun-Sep: Tu-Fr 09:00-13:00; Su 15:30-18:30; Sa,PH, Aug off",,https://www.museopiadena.it/,45.130423,10.368340
Q3867780,musees,"Museo Civico ""Umberto Mastroianni""","Museo Civico ""Umberto Mastroianni""",058,node/5745712143,"Fr-Su 10:00-13:00, 16:00-19:00",,provincia.roma.it,41.768422,12.661659
Q3867769,musees,Museo Civico,Museo Civico,022,way/63657949,Tu-Su 10:00-18:00,yes,,45.890027,11.038686
Q123348232,musees,Museo Checco Costa,Museo Checco Costa,037,node/5119786071,"Mo,We-Fr 10:00-13:00,14:00-18:00; Sa,PH 10:00-18:00",,https://www.motorvalley.it/partner/musei/museo-multimediale-autodromo-di-imola-checco-costa/,44.344624,11.714830
Q55369197,musees,Museo Casa Pezzolla,Museo Casa Pezzolla,072,node/2407325269,"Mo-Su 10:00-13:00, 15:30-19:00",yes,,40.784079,17.239099
Q32814927,musees,Museo Casa Deriu,Museo Casa Deriu,115,node/4982564246,Tu-Su 10:00-18:00,yes,,40.295917,8.501613
Q125127062,musees,Museo Casa Andrich,Museo Casa Andrich,027,way/176655267,Mo-Su 10:30-17:30,,https://www.museoandrich.com/,45.498398,12.411625
Q135103595,musees,Museo Byron,Museo Byron,039,node/12956403085,Tu-Su 10:00-18:00; Mo off,,https://www.palazzoguiccioli.it/museobyron/,44.418958,12.196951
Q3868117,musees,Museo Bernardini-Fatti della vetrata antica,Museo Bernardini-Fatti della vetrata antica,051,node/5016773430,"Mar-Jan: We-Su,PH 10:00-13:00; Mar-Jan: Mo,Tu off",no,,43.568611,12.141774
Q112015455,musees,Museo Beniamino Gigli,Museo Beniamino Gigli,043,node/8284325030,"Tu-Su 10:00-13:00,15:00-18:00; Mo off",,https://www.infinitorecanati.it/il-circuito/museo-beniamino-gigli/,43.402692,13.549336
Q3867575,musees,Museo Baroffio,Museo Baroffio,012,way/1507815145,"Mar-Nov We-Fr 14:00-18:00; Mar-Nov Sa,Su 10:00-18:00; Dec 08-Jan 08 open",,http://www.museobaroffio.it/,45.860333,8.792532
Q55385389,musees,Museo Arcos,Museo Arcos,062,node/2345310325,"Mo off; Tu-Fr 09:00-18:00; Sa-Su 09:00-13:00,15:00-18:00",yes,,41.129821,14.781287
Q55685766,musees,Museo Archeologico di Capo Colonna,Museo Archeologico di Capo Colonna,101,way/150519096,"Tu-Su 9:00-13:00, 15:00-19:00",,https://www.beniculturali.it/mibac/opencms/MiBAC/sito-MiBAC/Luogo/MibacUnif/Luoghi-della-Cultura/visualizza_asset.html?id=151762&pagename=157031,39.024386,17.200039
Q55686092,musees,Museo Archeologico di Calatia,Museo Archeologico di Calatia,061,node/6717821899,We-Mo 09:00-19:30; Tu off,,http://museoarcheologicocalatia.beniculturali.it,41.034065,14.389846
Q55386428,musees,Museo Archeologico di Albano,Museo Archeologico di Albano,058,node/10311896352,Mo-Sa 09:00-13:00; Th-We 16:00-18:30; Su[1-2] 09:00-13:00,,http://www.museicivicialbano.it/,41.726838,12.661466
Q3867680,musees,Museo Archeologico della Media Valle del Sele,Museo Archeologico della Media Valle del Sele,065,node/1246664053,"Mo-Fr 08:30-16:00; May, Jun, Jul Su [1] 08:30-16:00; Sa, Su off",,http://www.polomusealecampania.beniculturali.it/index.php/il-museo-eboli,40.618640,15.056620
Q3867676,musees,Museo Archeologico dell'Alto Mantovano,Museo Archeologico dell'Alto Mantovano,020,node/1297851113,"Tu-Fr 09:00-12:00; Sa,Su,PH 09:00-12:00,15:00-18:00; Mo, Dec 15-Jan 31,easter off",,https://www.museocavriana.it/it/index/,45.351561,10.599668
Q3867671,musees,Museo Archeologico del Canavese,Museo Archeologico del Canavese,001,node/5499072166,"Mo-Fr 09:00-17:00; PH,Sa-Su ""by appointment""",,http://cesmaonline.org/museo-archeologico-del-canavese/,45.392717,7.653374
Q16336132,musees,Museo Archeologico Virtuale di Ercolano,Museo Archeologico Virtuale di Ercolano,063,way/309268120,Tu-Su 09:00-16:00,,https://www.museomav.it/,40.807249,14.350386
Q3867739,musees,"Museo Archeologico Statale ""Vincenzo Laviola""","Museo Archeologico Statale ""Vincenzo Laviola""",078,way/1370837430,Tu-Su 09:00-13:00,,http://parcosibari.it/,39.952247,16.580391
Q55671504,musees,Museo Archeologico San Lorenzo,Museo Archeologico San Lorenzo,019,node/2369435398,"Tu-Fr 09:00-13:00; Sa,Su,PH, easter +1 day 10:00-17:00; Mo off; Jan 01,Dec 25-26 off",,https://www.musei.comune.cremona.it/PostCE-display-ceid-9.phtml,45.134997,10.029435
Q3867730,musees,Museo Archeologico Nazionale di Volcei,Museo Archeologico Nazionale di Volcei,065,relation/4540981,"Tu-Su 09:00-13:00, 15:00-19:00; Mo off",,http://www.volcei.net/index.html,40.632710,15.370057
Q3329479,musees,Museo Archeologico Nazionale di Tuscania,Museo Archeologico Nazionale di Tuscania,056,relation/7235724,Tu-Su 08:30-19:30; Jan 1 off; Dec 25 off,,https://www.polomusealelazio.beniculturali.it/index.php?it/558/museo-archeologico-nazionale-di-tuscania,42.421713,11.873058
Q3867712,musees,Museo Archeologico Nazionale di Egnazia,Museo Archeologico Nazionale di Egnazia,074,relation/6201836,Mo-Sa 08:30-19:30; Su 08:30-13:30,,https://museipuglia.cultura.gov.it/musei/museo-archeologico-nazionale-e-parco-archeologico-di-egnazia/,40.885975,17.387080
Q20009250,musees,Museo Archeologico Nazionale di Canosa di Puglia,Museo Archeologico Nazionale di Canosa di Puglia,110,way/397503650,"Tu, We, Fr, Sa 09:00-13:45; Th, Su 09:00-13:45; Mo off",,https://musei.puglia.beniculturali.it/musei/palazzo-sinesi-canosa-di-puglia/,41.221315,16.066575
Q3867710,musees,Museo Archeologico Nazionale di Adria,Museo Archeologico Nazionale di Adria,029,node/1414876317,Mo-Su 08:30-19:30; Su[4] 14:30-19:30; Jan 1 off; Dec 25 off,,https://polomusealeveneto.beniculturali.it/musei/museo-archeologico-nazionale-di-adria,45.049000,12.055459
Q3867705,musees,Museo Archeologico Nazionale della Sibaritide,Museo Archeologico Nazionale della Sibaritide,078,node/4500576994,"24/7 closed ""Chiuso temporaneamente per lavori in corso""; Tu-Su 09:30-19:30 open ""Ultimo ingresso 30 minuti prima della chiusura.""; Mo off """"",,http://www.parcosibari.it/,39.726244,16.494764
Q3867699,musees,Museo Archeologico Nazionale Domenico Ridola,Museo Archeologico Nazionale Domenico Ridola,077,way/243609821,Mo 14:00-20:00; Tu-Su 09:00-20:00,,https://musei.beniculturali.it/musei?mid=69&nome=museo-archeologico-nazionale-domenico-ridola,40.663868,16.609224
Q24941109,musees,Museo Archeologico Nazionale,Museo Archeologico Nazionale,058,way/384208978,Tu-Su 08:30-19:30; Mo off; Jan 1 off; Dec 25 off,,https://www.polomusealelazio.beniculturali.it/index.php?it/227/museo-archeologico-nazionale-civitavecchia,42.090994,11.792576
Q93450160,musees,Museo Archeologico Etnografico Athena,Museo Archeologico Etnografico Athena,046,node/7319468544,"Tu,Th 09:00-13:00; Fr 13:00-19:00; Sa 10:00-13:00,16:00-19:00",,https://www.museoathena.it/,43.835872,10.568820
Q54087644,musees,Museo Archeologico,Museo Archeologico,003,node/5552177149,Tu 10:00-12:00; Sa-Su 15:30-18:30,,http://www.archeomuseo.it/,45.760730,8.560622
Q3867569,musees,Museo Adriano Bernareggi,Museo Adriano Bernareggi,016,node/4464650192,"Tu-Fr 15:00-18:00; Sa-Su ""by appointment""; Mo off",,https://www.fondazionebernareggi.it/it/museo/il-palazzo,45.700654,9.673991
Q768259,musees,"Musei in San Domenico, Pinacoteca","Musei in San Domenico, Pinacoteca",040,node/298994213,"Mo-Fr 09:30-19:00; PH,Sa,Su 09:30-20:00",yes,,44.221362,12.035942
Q3867541,musees,Musei della Canonica del Duomo di Novara,Musei della Canonica del Duomo di Novara,003,node/6584206780,"We-Sa 09:00-14:00; Su 13:00-18:00; Mo,Tu off",yes,,45.445631,8.620676
Q30888186,musees,MuCa - Museo della Cantieristica,MuCa - Museo della Cantieristica,031,node/5764027843,"Mo,Fr-Su 10:00-18:00; Tu-Th off",,https://www.mucamonfalcone.it/,45.794958,13.536896
Q30090778,musees,Mu.Sa.,Mu.Sa.,017,way/88449365,"Apr-May,Oct-Dec: Mo-Su 10:00-19:00; Jun-Sep: Mo-Su 10:00-20:00",,https://www.museodisalo.it,45.607599,10.526130
Q3860224,monuments,Molinetto della Croda,Molinetto della Croda,026,node/520544050,"Fr, Sa 15:30-18:00; Su 10:30-12:00, 15:00-18:00",,www.molinettodellacroda.it/,45.937922,12.191718
Q3859477,megalithes,Mitreo di Marino,Mitreo di Marino,058,node/8418686111,"Sa [2,3,4] 16:30+; Su [2,3,4] 11:00+; Mo-Fr off",,https://www.comune.marino.rm.it/vivere-marino/mitreo,41.769376,12.655199
Q3854838,monuments,Mercato Coperto Albinelli,Mercato Coperto Albinelli,036,way/167305595,Mo-Sa 06:30-14:30,,https://www.mercatoalbinelli.it/,44.644833,10.925549
Q3846801,musees,Marengo Museum,Marengo Museum,006,node/3604598682,Sa-Su 15:00-19:00,,http://www.marengomuseum.it,44.895137,8.669354
Q3784231,musees,Maison des anciens remèdes,Maison des anciens remèdes,007,node/2900583662,"Sa-Su 15:00-19:00; Mo-Fr ""by appointment""",,https://www.anciensremedesjovencan.it/,45.713798,7.275081
Q55354259,musees,Maison de Cogne Gérard Dayné,Maison de Cogne Gérard Dayné,007,node/7664050089,"Tu-Su 10:00-12:30,14:00-18:00",yes,,45.607009,7.358643
Q77844120,musees,MAXXI L'Aquila,MAXXI L'Aquila,066,node/7123401873,"Th 16:00-20:00, Fr-Su 11:00-19:00; Mo-We off",,https://maxxilaquila.art,42.352967,13.399795
Q16580620,musees,MACK - Museo d'Arte Contemporanea Krotone,MACK - Museo d'Arte Contemporanea Krotone,101,node/5641479389,Chiuso definitivamente,,https://www.beniculturali.it/luogo/mack-museo-arte-contemporanea-crotone,39.082176,17.130556
Q3868076,musees,MACA - Mantova Collezioni Antiche,MACA - Mantova Collezioni Antiche,020,way/168240070,Mo 13:00-18:00; Tu-Su 09:00-18:30; Dec 25 off,,https://maca.museimantova.it/collezioni-antiche/,45.150371,10.786790
Q55674364,megalithes,Le grotte gialle,Le grotte gialle,049,node/1979275087,24/7,,https://comune.bibbona.li.it/vivere-il-comune/luoghi/grotte-gialle,43.289118,10.581340
Q55677314,musees,Kleines Museum in Lana - Piccolo Museo a Lana,Kleines Museum in Lana - Piccolo Museo a Lana,021,node/4409756812,"""Das Museum ist ganzjährig auf Anfrage geöffnet""",no,,46.608477,11.168288
Q1106485,musees,Italia in Miniatura,Italia in Miniatura,099,way/424278187,Mo-Su 09:30-18:30,,https://www.italiainminiatura.com/,44.091408,12.516063
